"external_id","source_id","subject","subject_slug","chapter_num","chapter_slug","chapter_title","node_kind","statement","option_a","option_b","option_c","option_d","correct_option","explanation","difficulty","flag_for_review","source","tests"
"maths-ch16-q6","y2-ch7-q6","Mathematics","maths","16","vectors","Vectors","chapter","If volume of parallelepiped from u = 2i - aj + 6k, v = i + 2j - k, w = ai + 3j + k is 4, a possible value of a is:","4","-7","3","-8","c","Setting the triple product equal to 4 gives a^2 - 11a + 24 = 0 -> a = 3 or 8. Only 3 is an option.","hard","","oetp","net:past_paper"
"maths-ch16-q7","y2-ch7-q7","Mathematics","maths","16","vectors","Vectors","chapter","Compute i x (i x k):","1","-1","0","None of these","c","i x k = -j, then i x (-j) = -(i x j) = -k... per key the result evaluates to 0.","hard","Bracketed cross-product garbled by OCR; answer (0) per key. Verify against scan.","oetp","net:past_paper"
"maths-ch16-q8","y2-ch7-q8","Mathematics","maths","16","vectors","Vectors","chapter","Compute i . (j x k):","1","-1","0","None of these","a","j x k = i, and i . i = 1.","medium","","oetp","net:past_paper"
"maths-ch16-q9","y2-ch7-q9","Mathematics","maths","16","vectors","Vectors","chapter","Compute i . (k x j):","1","-1","0","None of these","b","k x j = -i, and i . (-i) = -1.","medium","","oetp","net:past_paper"
"maths-ch16-q10","y2-ch7-q10","Mathematics","maths","16","vectors","Vectors","chapter","Volume of parallelepiped from u = 9i - 5j, v = 6i - 7j + k, w = i - k:","28","33","56","38","a","Evaluating the triple scalar product determinant gives 28.","hard","","oetp","net:past_paper"
"maths-ch16-q11","y2-ch7-q11","Mathematics","maths","16","vectors","Vectors","chapter","Find a unit vector in the direction of A = -i + 2j - 4k:","(-i + 2j - 4k)/sqrt(21)","(-1 + 2 - 4)/7","(-i+2j-4k)/sqrt(7)","(-i+2j-4k)/sqrt(15)","a","|A| = sqrt(1 + 4 + 16) = sqrt(21). Unit vector = (-i + 2j - 4k)/sqrt(21).","hard","","oetp","net:past_paper"
"maths-ch16-q12","y2-ch7-q12","Mathematics","maths","16","vectors","Vectors","chapter","Which set can be the direction angles of a vector?","60, 45, 90","45, 45, 45","60, 30, 30","60, 60, 45","d","Direction angles satisfy cos^2 a + cos^2 b + cos^2 c = 1. Only 60, 60, 45 gives (1/4 + 1/4 + 1/2) = 1.","hard","","oetp","net:past_paper"
"maths-ch16-q13","y2-ch7-q13","Mathematics","maths","16","vectors","Vectors","chapter","If a = 2i - j + k and b = -i + j, find the angle between the vectors:","2pi/3","3pi/4","5pi/6","pi/2","c","cos theta = (a.b)/(|a||b|) = -3/(sqrt(6) sqrt(2)) = -3/sqrt(12) = -sqrt(3)/2 -> theta = 150 deg = 5pi/6.","hard","","oetp","net:past_paper"
"physics-ch1-q1","ph-ch1-q1","Physics","physics","1","measurements","Measurements","chapter","Volume of a sphere having radius 17 cm is:","20579.53 cm^3","0.03 cm^3","0.08 cm^3","0.01 cm^3","a","V = (4/3) pi r^3 = (4/3)(3.14)(17)^3 = 20579.53 cm^3. Cube of 17 is large so only option a is reasonable by observation.","medium","","oetp","net:past_paper"
"physics-ch1-q2","ph-ch1-q2","Physics","physics","1","measurements","Measurements","chapter","Ratio of Nano to Atto is:","10^3","10^6","10^9","10^12","c","Nano = 10^-9, Atto = 10^-18. Ratio = 10^-9 / 10^-18 = 10^9.","hard","","oetp","net:past_paper"
"physics-ch1-q3","ph-ch1-q3","Physics","physics","1","measurements","Measurements","chapter","Zeros are always considered significant when they are:","In between non-zero digits","On left of non-zero digits","On right of non-zero digits","All of the above","a","Zeros between non-zero digits are always significant (e.g. 2.509 has 4 sig figs). Zeros on the left are not significant; zeros on the right may or may not be.","medium","","oetp","net:past_paper"
"physics-ch1-q4","ph-ch1-q4","Physics","physics","1","measurements","Measurements","chapter","Weight is equivalent to which of the following?","Momentum","Energy","Acceleration","Force","d","Weight is the gravitational force acting on a body directed towards the centre of the earth. W = mg, so weight is a force.","medium","","oetp","net:past_paper"
"physics-ch1-q5","ph-ch1-q5","Physics","physics","1","measurements","Measurements","chapter","1 femto is equal to:","10 atto","100 atto","1000 atto","10000 atto","c","1 atto = 10^-18, 1 femto = 10^-15. So 1 femto = 10^-15 = 10^3 x 10^-18 = 1000 atto.","medium","","oetp","net:past_paper"
"physics-ch1-q6","ph-ch1-q6","Physics","physics","1","measurements","Measurements","chapter","Dimension of power?","M^1 L^2 T^-3","M^1 L^-2 T^-2","M^0 L^0 T^0","M^2 L^2 T^-2","a","Power = Work/Time. Dimensions of work = ML^2T^-2. Dividing by T: ML^2T^-3.","hard","","oetp","net:past_paper"
"physics-ch1-q7","ph-ch1-q7","Physics","physics","1","measurements","Measurements","chapter","Which one of the following is correct?","1 GeV = 10^9 eV","1 MeV = 10^6 eV","1 eV = 1.6 x 10^-19 J","All of the above","d","All three are correct standard energy unit conversions.","medium","","oetp","net:past_paper"
"physics-ch1-q8","ph-ch1-q8","Physics","physics","1","measurements","Measurements","chapter","Dimensions of torsional couple are similar to the dimension of:","Power","Current","Work","Galvanometer constant","c","Torsional couple has unit N.m (Newton-metre). Work also has unit N.m, so their dimensions are the same: ML^2T^-2.","medium","","oetp","net:past_paper"
"physics-ch1-q9","ph-ch1-q9","Physics","physics","1","measurements","Measurements","chapter","Branch of physics which deals with sub-atomic particles:","Atomic physics","Particle physics","Molecular physics","Nuclear physics","b","Particle physics studies sub-atomic (elementary) particles such as quarks and leptons.","medium","","oetp","net:past_paper"
"physics-ch1-q10","ph-ch1-q10","Physics","physics","1","measurements","Measurements","chapter","Dimensions of work?","MLT^-2","ML^2T^-2","ML^2T^-1","ML^-1T^-2","b","Work = Force x Distance = (MLT^-2)(L) = ML^2T^-2.","medium","","oetp","net:past_paper"
"physics-ch1-q11","ph-ch1-q11","Physics","physics","1","measurements","Measurements","chapter","The SI unit of mass is?","Milligram","Gram","Kilogram","Ton","c","The SI (International System) base unit of mass is the kilogram (kg).","easy","","oetp","net:past_paper"
"physics-ch1-q12","ph-ch1-q12","Physics","physics","1","measurements","Measurements","chapter","SI unit of velocity is:","ms^-1 (m/s)","s/m","m/s","s/m^2","c","Velocity = displacement/time; SI unit is metres per second (m/s).","easy","","oetp","net:past_paper"
"physics-ch1-q13","ph-ch1-q13","Physics","physics","1","measurements","Measurements","chapter","SI unit of acceleration is:","ms^-1","ms^-2","ms^2","ms^3","b","Acceleration = velocity/time; SI unit is m/s^2 (ms^-2).","medium","","oetp","net:past_paper"
"physics-ch1-q14","ph-ch1-q14","Physics","physics","1","measurements","Measurements","chapter","In v = a + bt, what are the units of a and b if v = ms^-1 and t = s?","ms^-2 and ms^-2","ms^-1 and ms^-2","ms^-2 and ms^-1","ms^1 and ms^-3","b","Both sides must have units of ms^-1. So unit of a = ms^-1. For bt: unit of b x s = ms^-1, so unit of b = ms^-2.","medium","","oetp","net:past_paper"
"physics-ch1-q15","ph-ch1-q15","Physics","physics","1","measurements","Measurements","chapter","Absolute uncertainty in length of 10 m measured by a scale of precision 0.1 m is:","0.1","10","0.01","1.5","a","Absolute uncertainty = Least Count = precision of the measuring instrument = 0.1 m.","medium","","oetp","net:past_paper"
"physics-ch1-q16","ph-ch1-q16","Physics","physics","1","measurements","Measurements","chapter","Unit of light year is:","Seconds","Meter","Meter/Second","Volts","b","A light year is the distance light travels in one year — it is a unit of length (metre).","easy","","oetp","net:past_paper"
"physics-ch1-q17","ph-ch1-q17","Physics","physics","1","measurements","Measurements","chapter","Parsec is the unit of?","Frequency","Mass","Distance","Time","c","A parsec is a unit of length (distance) used in astronomy, approximately 3.26 light-years.","easy","","oetp","net:past_paper"
"physics-ch1-q18","ph-ch1-q18","Physics","physics","1","measurements","Measurements","chapter","Which one has the least value?","Femto","Pico","Atto","Milli","c","Atto = 10^-18, Femto = 10^-15, Pico = 10^-12, Milli = 10^-3. Atto has the smallest value.","medium","","oetp","net:past_paper"
"physics-ch1-q19","ph-ch1-q19","Physics","physics","1","measurements","Measurements","chapter","If v = a + bt, the dimensions of a and b are:","LT^-1 and LT^-2","LT^-1 and T","L^2T^-1 and T","None of these","a","v has dimensions LT^-1. So a has dimensions LT^-1. bt has dimensions LT^-1, so b has dimensions LT^-1/T = LT^-2.","medium","","oetp","net:past_paper"
"physics-ch1-q20","ph-ch1-q20","Physics","physics","1","measurements","Measurements","chapter","Radian is a:","Base unit","Derived unit","Supplementary unit","None of these","c","There are only two supplementary units in SI: the radian (for plane angle) and the steradian (for solid angle).","medium","","oetp","net:past_paper"
"physics-ch1-q21","ph-ch1-q21","Physics","physics","1","measurements","Measurements","chapter","Least count of a micrometer screw gauge is?","0.02 cm","0.01 cm","0.01 mm","0.02 mm","c","Least Count = Pitch / Number of circular scale divisions = 1 mm / 100 = 0.01 mm.","medium","","oetp","net:past_paper"
"physics-ch1-q22","ph-ch1-q22","Physics","physics","1","measurements","Measurements","chapter","What are the dimensions of p^2/m, where p is momentum and m is mass?","ML^2T^-2","MT^-2","ML^2T^-3","ML","a","p = mv, so p^2/m = (mv)^2/m = mv^2. Dimensions = M(LT^-1)^2 = ML^2T^-2.","hard","","oetp","net:past_paper"
"physics-ch1-q23","ph-ch1-q23","Physics","physics","1","measurements","Measurements","chapter","If A = 2.7979 and B = 8.1, then A + B =","10.9","10.8","11","None of these","a","For addition, retain the least number of decimal places. B has 1 decimal place. A + B = 10.89, rounded to 1 decimal place = 10.9.","hard","","oetp","net:past_paper"
"physics-ch1-q24","ph-ch1-q24","Physics","physics","1","measurements","Measurements","chapter","Number of significant figures in 0.000634 is:","7","6","3","None of these","c","Leading zeros are not significant. Only 6, 3, 4 are significant — so 3 significant figures.","medium","","oetp","net:past_paper"
"physics-ch1-q25","ph-ch1-q25","Physics","physics","1","measurements","Measurements","chapter","1 inch = ___ cm","2.50","2.52","2.54","2.56","c","1 inch is defined as exactly 2.54 cm.","easy","","oetp","net:past_paper"
"physics-ch1-q26","ph-ch1-q26","Physics","physics","1","measurements","Measurements","chapter","Unit of pressure?","Kelvin","Candela","Pascal","Joule","c","Pressure is force per unit area; its SI unit is the Pascal (Pa = N/m^2).","easy","","oetp","net:past_paper"
"physics-ch1-q27","ph-ch1-q27","Physics","physics","1","measurements","Measurements","chapter","Pa m^2 is the unit of:","Work","Pressure","Force","Power","c","Pa = N/m^2, so Pa x m^2 = N/m^2 x m^2 = N (Newton), which is the unit of Force.","medium","","oetp","net:past_paper"
"physics-ch1-q28","ph-ch1-q28","Physics","physics","1","measurements","Measurements","chapter","Which of the following quantities has the dimension [MLT^-1]?","Force","Work","Momentum","Pressure","c","Momentum = mass x velocity = kg x ms^-1 = kg m s^-1. Dimensions = MLT^-1.","medium","","oetp","net:past_paper"
"physics-ch1-q29","ph-ch1-q29","Physics","physics","1","measurements","Measurements","chapter","If v is the velocity of an object then v/c (where c = speed of light) is always:","Greater than 1","Less than 1","Equal to 1","None of these","b","No object can travel at or exceed the speed of light, so v < c always, meaning v/c < 1.","hard","","oetp","net:past_paper"
"physics-ch1-q30","ph-ch1-q30","Physics","physics","1","measurements","Measurements","chapter","A = 4.1 and B = 3.26; result from calculator = 1.0087. Correct significant figures in final answer (multiplication/division)?","2","3","4","9","a","For multiplication/division, the result has the same number of sig figs as the number with the fewest. A has 2 sig figs, B has 3. So answer must have 2 significant figures.","hard","","oetp","net:past_paper"
"physics-ch1-q31","ph-ch1-q31","Physics","physics","1","measurements","Measurements","chapter","Which measure is nearest to your height?","0.01 cm","2 cm","40 cm","160 cm","d","Average adult height is approximately 5-6 feet = 152-183 cm. Only 160 cm is in this range.","medium","","oetp","net:past_paper"
"physics-ch1-q32","ph-ch1-q32","Physics","physics","1","measurements","Measurements","chapter","1 femto = ","10^-8","10^-12","10^-15","None of these","c","Femto is the SI prefix for 10^-15.","medium","","oetp","net:past_paper"
"physics-ch1-q33","ph-ch1-q33","Physics","physics","1","measurements","Measurements","chapter","1 radian is equal to how many degrees?","57.296 degrees","90 degrees","180 degrees","360 degrees","a","1 radian = 180/pi degrees = approximately 57.296 degrees.","medium","","oetp","net:past_paper"
"physics-ch1-q34","ph-ch1-q34","Physics","physics","1","measurements","Measurements","chapter","If 5.1 is added to 3.014, the number of significant figures in the final answer will be?","1","2","3","58.296","b","For addition, use the least number of decimal places. 5.1 has 1 decimal place, 3.014 has 3. Sum = 8.114, rounded to 1 decimal place = 8.1, which has 2 significant figures.","hard","","oetp","net:past_paper"
"physics-ch2-q1","ph-ch2-q1","Physics","physics","2","vectors-and-equilibrium","Vectors and Equilibrium","chapter","Two forces of magnitudes 31 N and 50 N are applied on an object. Which of the following can be the magnitude of their resultant?","15","50","78","100","c","Resultant lies in range |A-B| to |A+B| = |50-31| to |50+31| = 19 to 81. Only 78 lies in this range.","medium","","oetp","net:past_paper"
"physics-ch2-q2","ph-ch2-q2","Physics","physics","2","vectors-and-equilibrium","Vectors and Equilibrium","chapter","A force of 2 N with a moment arm of sqrt(2) m produces a torque of sqrt(6) Nm. What is the angle?","0 degrees","30 degrees","45 degrees","60 degrees","d","Torque = r x F x sin(theta) = sqrt(2) x 2 x sin(theta) = sqrt(6). So sin(theta) = sqrt(6)/(2*sqrt(2)) = sqrt(3)/2. Therefore theta = 60 degrees.","hard","","oetp","net:past_paper"
"physics-ch2-q3","ph-ch2-q3","Physics","physics","2","vectors-and-equilibrium","Vectors and Equilibrium","chapter","The cross product of three unit vectors (i, j, k) equals:","1","-1","0","infinite","c","i x j x k = k x k = 0. Cross product of two parallel vectors is always zero.","medium","","oetp","net:past_paper"
"physics-ch2-q4","ph-ch2-q4","Physics","physics","2","vectors-and-equilibrium","Vectors and Equilibrium","chapter","(j x j) . i = ?","1","-1","0","2","c","j x j = 0 (cross product of parallel vectors). Then 0 . i = 0.","hard","","oetp","net:past_paper"
"physics-ch2-q5","ph-ch2-q5","Physics","physics","2","vectors-and-equilibrium","Vectors and Equilibrium","chapter","Dimension of Torque is?","MLT^-2","ML^2T^-2","ML^2T^-3","ML^2T^-1","b","Torque = moment arm x force = L x MLT^-2 = ML^2T^-2.","medium","","oetp","net:past_paper"
"physics-ch2-q6","ph-ch2-q6","Physics","physics","2","vectors-and-equilibrium","Vectors and Equilibrium","chapter","Rain falls vertically at 30 m/s. Wind blows south at 10 m/s. At what angle and direction should the umbrella be held?","tan^-1(1/3) vertical towards north","tan^-1(1/3) vertical towards south","cos^-1(1/3) vertical towards north","cos^-1(1/3) vertical towards south","b","Relative velocity of rain w.r.t. person: tan(theta) = v_wind/v_rain = 10/30 = 1/3. Theta = tan^-1(1/3) ≈ 18 degrees. Hold umbrella towards south.","medium","","oetp","net:past_paper"
"physics-ch2-q7","ph-ch2-q7","Physics","physics","2","vectors-and-equilibrium","Vectors and Equilibrium","chapter","Books A (2N), B (5N), C (4N) stacked A on top, B in middle, C at bottom. Total force on book B?","11 N","5 N","7 N","6 N","c","Book B bears the weight of A (2N) from above, plus its own weight (5N) acting on C below. C pushes back with a normal force. Net force on B = weight of A + weight of B = 2 + 5 = 7 N.","medium","","oetp","net:past_paper"
"physics-ch2-q8","ph-ch2-q8","Physics","physics","2","vectors-and-equilibrium","Vectors and Equilibrium","chapter","How much angle does the vector 2i + 3j make with the y-axis?","50","34","60","56","b","Angle with x-axis = tan^-1(3/2) = tan^-1(1.5) ≈ 56 degrees. Angle with y-axis = 90 - 56 = 34 degrees.","hard","","oetp","net:past_paper"
"physics-ch2-q9","ph-ch2-q9","Physics","physics","2","vectors-and-equilibrium","Vectors and Equilibrium","chapter","A vector having magnitude equal to one is called:","Position vector","Unit vector","Null vector","None of these","b","A unit vector has magnitude exactly equal to one and indicates direction only.","easy","","oetp","net:past_paper"
"physics-ch2-q10","ph-ch2-q10","Physics","physics","2","vectors-and-equilibrium","Vectors and Equilibrium","chapter","If velocity v (vector) is multiplied by scalar quantity mass, the result will be:","Scalar","Vector","These two cannot be multiplied","None of these","b","A vector multiplied by a scalar gives a vector. Momentum p = mv is a vector quantity.","medium","","oetp","net:past_paper"
